EFFORTID,TRANSID,PROJECTCODE,Date,SITE,OBSERVER,END,ELAPSED,CLOUDS,RAIN,MOON,TRANSECT,COUNT,BAIT,CONFIG,HEIGHT,ARRAY,BI,T-ELAPSED,SPACING,ROW SPACINGl,COMMENTS
11746,53516,GNWR SSP BIRD,22-Aug-14,RTSI,JMK,1036,24,70,10,,BC,8,Q,M,C,S,0,24,60,60,
11746,53517,GNWR SSP BIRD,22-Aug-14,RTSI,JMK,1000,24,70,10,,DE,8,Q,M,C,S,0,24,60,60,
11747,53518,GNWR SSP BIRD,23-Aug-14,RTSI,CJR,954,24,70,0,,BC,8,Q,M,C,S,0,24,60,60,
11747,53519,GNWR SSP BIRD,23-Aug-14,RTSI,CJR,955,24,70,0,,DE,8,Q,M,C,S,0,24,60,60,
11752,53528,GNWR SSP BIRD,24-Aug-14,RTSI,MCV,930,24,35,0,,BC,7,Q,M,C,S,0,24,60,60,"FLAP DOOR SLIGHTLY OPEN BECAUSE OF DOWEL, SNAKE COULD HAVE ESCAPED"
11752,53530,GNWR SSP BIRD,24-Aug-14,RTSI,MCV,930,24,35,0,,DE,8,Q,M,C,S,0,24,60,60,
11763,53552,GNWR SSP BIRD,25-Aug-14,RTSI,KLD,938,24,100,10,,BC,7,Q,M,C,S,1,24,60,60,TRAP FLIPPED DOOR OPEN TOP RIPPED OFF; LARGE MONITOR CLIMBED ON TRAP--CONFIRMED BY CAMERA
11763,53554,GNWR SSP BIRD,25-Aug-14,RTSI,KLD,940,24,100,10,,DE,8,Q,M,C,S,0,24,60,60,
11758,53541,GNWR SSP BIRD,26-Aug-14,RTSI,JMK,1026,24,40,0,,BC,8,Q,M,C,S,0,24,60,60,
11758,53542,GNWR SSP BIRD,26-Aug-14,RTSI,JMK,1029,24,40,0,,DE,8,Q,M,C,S,0,24,60,60,
11765,53557,GNWR SSP BIRD,27-Aug-14,RTSI,ETH,1001,24,30,10,,BC,8,Q,M,C,S,0,24,60,60,
11765,53558,GNWR SSP BIRD,27-Aug-14,RTSI,ETH,958,24,30,10,,DE,8,Q,M,C,S,0,24,60,60,
11768,53563,GNWR SSP BIRD,28-Aug-14,RTSI,ETH,928,24,60,10,,BC,8,Q,M,C,S,0,24,60,60,
11768,53564,GNWR SSP BIRD,28-Aug-14,RTSI,ETH,830,24,60,10,,DE,8,Q,M,C,S,0,24,60,60,
11774,53572,GNWR SSP BIRD,29-Aug-14,RTSI,CJR,900,24,60,10,,BC,8,Q,M,C,S,0,24,60,60,
11774,53573,GNWR SSP BIRD,29-Aug-14,RTSI,CJR,902,24,60,10,,DE,8,Q,M,C,S,0,24,60,60,
11790,53607,GNWR SSP BIRD,30-Aug-14,RTSI,MCV,845,24,99,11,,BC,8,Q,M,C,S,0,24,60,60,
11790,53608,GNWR SSP BIRD,30-Aug-14,RTSI,MCV,845,24,99,11,,DE,7,Q,M,C,S,0,24,60,60,FLAP DOOR WAS SLIGHTLY OPEN B/C OF BIRD CHAMBER
11775,53575,GNWR SSP BIRD,31-Aug-14,RTSI,MCV,1027,24,60,10,,AB,8,Q,M,C,S,0,24,60,60,
11775,53576,GNWR SSP BIRD,31-Aug-14,RTSI,MCV,1024,24,60,10,,CD,8,Q,M,C,S,0,24,60,60,
11793,53615,GNWR SSP BIRD,1-Sep-14,RTSI,MCV,842,24,30,0,,AB,8,Q,M,C,S,0,24,60,60,
11793,53616,GNWR SSP BIRD,1-Sep-14,RTSI,MCV,803,24,30,0,,CD,8,Q,M,C,S,0,24,60,60,
11776,53577,GNWR SSP BIRD,2-Sep-14,RTSI,ETH,950,24,40,10,,AB,8,Q,M,C,S,0,24,60,60,
11776,53578,GNWR SSP BIRD,2-Sep-14,RTSI,ETH,959,24,40,10,,CD,8,Q,M,C,S,1,24,60,60,
11782,53590,GNWR SSP BIRD,3-Sep-14,RTSI,JMK,1009,24,70,10,,AB,8,Q,M,C,S,0,24,60,60,
11782,53591,GNWR SSP BIRD,3-Sep-14,RTSI,JMK,1053,24,70,10,,CD,8,Q,M,C,S,1,24,60,60,
11784,53595,GNWR SSP BIRD,4-Sep-14,RTSI,ETH,840,24,40,10,,AB,8,Q,M,C,S,0,24,60,60,
11784,53596,GNWR SSP BIRD,4-Sep-14,RTSI,ETH,845,24,40,10,,CD,8,Q,M,C,S,0,24,60,60,
11788,53603,GNWR SSP BIRD,5-Sep-14,RTSI,JMK,930,24,25,10,,AB,7,Q,M,C,S,0,24,60,60,TRAP DOOR FELL OFF; FIXED.
11788,53604,GNWR SSP BIRD,5-Sep-14,RTSI,JMK,930,24,25,10,,CD,8,Q,M,C,S,0,24,60,60,
11789,53605,GNWR SSP BIRD,6-Sep-14,RTSI,MCV,900,24,35,10,,AB,8,Q,M,C,S,0,24,60,60,
11789,53606,GNWR SSP BIRD,6-Sep-14,RTSI,MCV,850,24,35,10,,CD,8,Q,M,C,S,0,24,60,60,
11795,53617,GNWR SSP BIRD,7-Sep-14,RTSI,MCV,908,24,40,10,,AB,8,Q,M,C,S,0,24,60,60,
11795,53618,GNWR SSP BIRD,7-Sep-14,RTSI,MCV,845,24,40,10,,CD,7,Q,M,C,S,0,24,60,60,"FLAP DOOR IS SLIGHTLY OPEN FOR A SNAKE TO ESCAPE, ON CAMERA 2"
11797,53625,GNWR SSP BIRD,8-Sep-14,RTSI,CJR,1124,24,20,0,,AB,8,Q,M,C,S,0,24,60,60,
11797,53626,GNWR SSP BIRD,8-Sep-14,RTSI,CJR,1124,24,20,0,,CD,8,Q,M,C,S,0,24,60,60,
11799,53630,GNWR SSP BIRD,9-Sep-14,RTSI,ETH,916,24,35,0,,BC,8,Q,M,C,S,0,24,60,60,
11799,53631,GNWR SSP BIRD,9-Sep-14,RTSI,ETH,1414,24,35,0,,EF,8,Q,M,C,S,0,24,60,60,
11801,53635,GNWR SSP BIRD,10-Sep-14,RTSI,ETH,1126,24,100,10,,BC,8,Q,M,C,S,0,24,60,60,
11801,53636,GNWR SSP BIRD,10-Sep-14,RTSI,ETH,1147,24,100,10,,EF,8,Q,M,C,S,0,24,60,60,
11804,53642,GNWR SSP BIRD,11-Sep-14,RTSI,PDB,1105,24,85,10,,BC,8,Q,M,C,S,0,24,60,60,
11804,53644,GNWR SSP BIRD,11-Sep-14,RTSI,PDB,926,24,85,10,,EF,8,Q,M,C,S,1,24,60,60,
11805,53645,GNWR SSP BIRD,12-Sep-14,RTSI,ETH,1248,24,75,10,,BC,8,Q,M,C,S,0,24,60,60,
11805,53646,GNWR SSP BIRD,12-Sep-14,RTSI,ETH,1145,24,75,10,,EF,8,Q,M,C,S,0,24,60,60,
11811,53655,GNWR SSP BIRD,13-Sep-14,RTSI,ETH,808,24,99,10,,BC,8,Q,M,C,S,0,24,60,60,
11811,53656,GNWR SSP BIRD,13-Sep-14,RTSI,ETH,947,24,99,10,,EF,8,Q,M,C,S,1,24,60,60,
11808,53651,GNWR SSP BIRD,14-Sep-14,RTSI,ETH,803,24,55,10,,BC,8,Q,M,C,S,0,24,60,60,
11808,53652,GNWR SSP BIRD,14-Sep-14,RTSI,ETH,800,24,55,10,,EF,8,Q,M,C,S,0,24,60,60,
11807,53649,GNWR SSP BIRD,15-Sep-14,RTSI,PDB,1119,24,100,11,,BC,8,Q,M,C,S,0,24,60,60,
11807,53650,GNWR SSP BIRD,15-Sep-14,RTSI,PDB,1036,24,100,11,,EF,8,Q,M,C,S,1,24,60,60,
11815,53666,GNWR SSP BIRD,16-Sep-14,RTSI,ETH,1229,24,100,11,,BC,8,Q,M,C,S,1,24,60,60,
11814,53665,GNWR SSP BIRD,16-Sep-14,RTSI,PDB,1232,24,100,11,,EF,8,Q,M,C,S,0,24,60,60,
11817,53669,GNWR SSP BIRD,17-Sep-14,RTSI,ETH,1050,24,100,11,,BC,8,Q,M,C,S,0,24,60,60,
11817,53670,GNWR SSP BIRD,17-Sep-14,RTSI,ETH,1030,24,100,11,,EF,8,Q,M,C,S,0,24,60,60,
11820,53675,GNWR SSP BIRD,18-Sep-14,RTSI,ETH,1545,24,15,0,,AB,7,Q,M,C,S,0,24,60,60,TRAP DOOR SLIGHTLY OPEN; FIXED
11820,53676,GNWR SSP BIRD,18-Sep-14,RTSI,ETH,1601,24,15,0,,DE,8,Q,M,C,S,0,24,60,60,
11823,53683,GNWR SSP BIRD,19-Sep-14,RTSI,MCV,1323,24,90,10,,AB,7,Q,M,C,S,0,24,60,60,CHAMBER WAS KEEPING THE FLAP DOORS SLIGHTLY OPEN FOR A SNAKE TO ESCAPE
11823,53684,GNWR SSP BIRD,19-Sep-14,RTSI,MCV,1247,24,90,10,,DE,8,Q,M,C,S,0,24,60,60,
11826,53689,GNWR SSP BIRD,20-Sep-14,RTSI,MCV,953,24,100,10,,AB,8,Q,M,C,S,1,24,60,60,
11826,53690,GNWR SSP BIRD,20-Sep-14,RTSI,MCV,859,24,100,10,,DE,7,Q,M,C,S,0,24,60,60,FLAP DOOR WAS SLIGHTLY OPEN ON THE SIDE
11828,53693,GNWR SSP BIRD,21-Sep-14,RTSI,MCV,950,24,35,0,,AB,8,Q,M,C,S,0,24,60,60,
11828,53694,GNWR SSP BIRD,21-Sep-14,RTSI,MCV,943,24,35,0,,DE,8,Q,M,C,S,0,24,60,60,
11829,53695,GNWR SSP BIRD,22-Sep-14,RTSI,MCV,1300,24,95,11,,AB,8,Q,M,C,S,1,24,60,60,
11829,53696,GNWR SSP BIRD,22-Sep-14,RTSI,MCV,1303,24,95,11,,DE,8,Q,M,C,S,0,24,60,60,
11835,53708,GNWR SSP BIRD,23-Sep-14,RTSI,JMK,1145,24,90,10,,AB,8,Q,M,C,S,0,24,60,60,
11835,53709,GNWR SSP BIRD,23-Sep-14,RTSI,JMK,1130,24,90,10,,DE,8,Q,M,C,S,0,24,60,60,
11832,53701,GNWR SSP BIRD,24-Sep-14,RTSI,ETH,1218,24,100,11,,AB,8,Q,M,C,S,0,24,60,60,
11832,53702,GNWR SSP BIRD,24-Sep-14,RTSI,ETH,1236,24,100,11,,DE,7,Q,M,C,S,0,24,60,60,TRAP DOOR OPEN GAP; FIXED
11837,53713,GNWR SSP BIRD,25-Sep-14,RTSI,JMK,1220,24,95,10,,AB,8,Q,M,C,S,0,24,60,60,
11837,53714,GNWR SSP BIRD,25-Sep-14,RTSI,JMK,1155,24,95,10,,DE,8,Q,M,C,S,0,24,60,60,
11838,53715,GNWR SSP BIRD,26-Sep-14,RTSI,MPH,812,24,95,10,,AB,8,Q,M,C,S,2,24,60,60,
11838,53716,GNWR SSP BIRD,26-Sep-14,RTSI,MPH,800,24,95,10,,DE,8,Q,M,C,S,0,24,60,60,
11847,53738,GNWR SSP BIRD,27-Sep-14,RTSI,CJR,822,24,15,10,,CD,8,Q,M,C,S,1,24,60,60,
11847,53739,GNWR SSP BIRD,27-Sep-14,RTSI,CJR,826,24,15,10,,EF,8,Q,M,C,S,0,24,60,60,
11840,53719,GNWR SSP BIRD,28-Sep-14,RTSI,MCV,900,24,60,10,,CD,8,Q,M,C,S,0,24,60,60,
11840,53720,GNWR SSP BIRD,28-Sep-14,RTSI,MCV,900,24,60,10,,EF,8,Q,M,C,S,0,24,60,60,
11849,53742,GNWR SSP BIRD,29-Sep-14,RTSI,CJR,1125,24,70,10,,CD,8,Q,M,C,S,0,24,60,60,
11849,53743,GNWR SSP BIRD,29-Sep-14,RTSI,CJR,1240,24,70,10,,EF,8,Q,M,C,S,3,24,60,60,
11850,53744,GNWR SSP BIRD,30-Sep-14,RTSI,CJR,1029,24,100,10,,CD,8,Q,M,C,S,0,24,60,60,
11850,53745,GNWR SSP BIRD,30-Sep-14,RTSI,CJR,1025,24,100,10,,EF,8,Q,M,C,S,0,24,60,60,
11857,53760,GNWR SSP BIRD,1-Oct-14,RTSI,TJH,900,24,100,10,,EF,8,Q,M,C,S,0,24,60,60,
11857,53761,GNWR SSP BIRD,1-Oct-14,RTSI,TJH,825,24,100,10,,CD,8,Q,M,C,S,1,24,60,60,
11852,53752,GNWR SSP BIRD,2-Oct-14,RTSI,CJR,930,24,100,10,,CD,8,Q,M,C,S,0,24,60,60,
11852,53753,GNWR SSP BIRD,2-Oct-14,RTSI,CJR,940,24,100,10,,EF,8,Q,M,C,S,1,24,60,60,
11843,53727,GNWR SSP BIRD,3-Oct-14,RTSI,MCV,1232,24,100,10,,CD,8,Q,M,C,S,0,24,60,60,
11843,53728,GNWR SSP BIRD,3-Oct-14,RTSI,MCV,1303,24,100,10,,EF,8,Q,M,C,S,0,24,60,60,
11844,53729,GNWR SSP BIRD,4-Oct-14,RTSI,MCV,736,24,30,10,,CD,8,Q,M,C,S,0,24,60,60,
11844,53730,GNWR SSP BIRD,4-Oct-14,RTSI,MCV,810,24,30,10,,EF,8,Q,M,C,S,0,24,60,60,
11853,53754,GNWR SSP BIRD,5-Oct-14,RTSI,CJR,824,24,40,10,,CD,8,Q,M,C,S,0,24,60,60,
11853,53755,GNWR SSP BIRD,5-Oct-14,RTSI,CJR,900,24,40,10,,EF,8,Q,M,C,S,1,24,60,60,
11122,52262,GNWR SSP MOUSE,22-May-14,RTSI,CJR,1225,48,65,10,,D,18,M,M,C,S,0,48,30,30,
11122,52263,GNWR SSP MOUSE,22-May-14,RTSI,CJR,1132,48,65,10,,E,18,M,M,C,S,1,48,30,30,
11122,52264,GNWR SSP MOUSE,22-May-14,RTSI,CJR,1010,48,65,10,,F,18,M,M,C,S,1,48,30,30,
11121,52259,GNWR SSP MOUSE,22-May-14,RTSI,KLD,1012,48,65,10,,A,18,M,M,C,S,2,48,30,30,
11121,52260,GNWR SSP MOUSE,22-May-14,RTSI,KLD,1117,48,65,10,,B,18,M,M,C,S,0,48,30,30,
11121,52261,GNWR SSP MOUSE,22-May-14,RTSI,KLD,1129,48,65,10,,C,18,M,M,C,S,0,48,30,30,
11126,52270,GNWR SSP MOUSE,24-May-14,RTSI,MMS,730,48,80,0,,A,18,M,M,C,S,0,48,30,30,
11126,52271,GNWR SSP MOUSE,24-May-14,RTSI,MMS,800,48,80,0,,B,17,M,M,C,S,0,48,30,30,"DOOR OPENED, FIXED"
11126,52272,GNWR SSP MOUSE,24-May-14,RTSI,MMS,907,48,80,0,,C,18,M,M,C,S,0,48,30,30,
11126,52273,GNWR SSP MOUSE,24-May-14,RTSI,MMS,835,48,80,0,,D,17,M,M,C,S,0,48,30,30,"DOOR OPEN, FIXED"
11125,52268,GNWR SSP MOUSE,24-May-14,RTSI,PDB,735,48,80,0,,E,18,M,M,C,S,0,48,30,30,
11125,52269,GNWR SSP MOUSE,24-May-14,RTSI,PDB,830,48,80,0,,F,18,M,M,C,S,2,48,30,30,
11130,52278,GNWR SSP MOUSE,26-May-14,RTSI,MMS,922,48,95,10,,C,18,M,M,C,S,0,48,30,30,
11130,52279,GNWR SSP MOUSE,26-May-14,RTSI,MMS,818,48,95,10,,D,18,M,M,C,S,0,48,30,30,
11131,52280,GNWR SSP MOUSE,26-May-14,RTSI,PDB,955,48,95,10,,E,18,M,M,C,S,0,48,30,30,
11131,52281,GNWR SSP MOUSE,26-May-14,RTSI,PDB,824,48,95,10,,F,18,M,M,C,S,3,48,30,30,
11134,52286,GNWR SSP MOUSE,26-May-14,RTSI,TJH,820,48,95,10,,A,18,M,M,C,S,2,48,30,30,
11134,52287,GNWR SSP MOUSE,26-May-14,RTSI,TJH,936,48,95,10,,B,18,M,M,C,S,0,48,30,30,
11136,52290,GNWR SSP MOUSE,28-May-14,RTSI,CJR,1016,48,40,0,,B,17,M,M,C,S,0,48,30,30,TRAP DOOR STUCK OPEN
11136,52291,GNWR SSP MOUSE,28-May-14,RTSI,CJR,950,48,40,0,,C,18,M,M,C,S,0,48,30,30,
11136,52292,GNWR SSP MOUSE,28-May-14,RTSI,CJR,930,48,40,0,,E,18,M,M,C,S,0,48,30,30,
11135,52288,GNWR SSP MOUSE,28-May-14,RTSI,JMK,947,48,40,0,,D,16,M,M,C,S,1,48,30,30,SIDE DOOR HINGE OPEN
11135,52289,GNWR SSP MOUSE,28-May-14,RTSI,JMK,930,48,40,0,,F,18,M,M,C,S,1,48,30,30,
11137,52293,GNWR SSP MOUSE,28-May-14,RTSI,MCV,1034,48,40,0,,A,18,M,M,C,S,0,48,30,30,
11142,52302,GNWR SSP MOUSE,30-May-14,RTSI,ETH,1008,48,95,10,,A,18,M,M,C,S,2,48,30,30,
11142,52303,GNWR SSP MOUSE,30-May-14,RTSI,ETH,943,48,95,10,,B,18,M,M,C,S,0,48,30,30,
11142,52304,GNWR SSP MOUSE,30-May-14,RTSI,ETH,929,48,95,10,,C,18,M,M,C,S,0,48,30,30,
11140,52297,GNWR SSP MOUSE,30-May-14,RTSI,KLD,1057,48,95,10,,D,18,M,M,C,S,0,48,30,30,
11140,52298,GNWR SSP MOUSE,30-May-14,RTSI,KLD,1023,48,95,10,,E,18,M,M,C,S,1,48,30,30,
11140,52299,GNWR SSP MOUSE,30-May-14,RTSI,KLD,932,48,95,10,,F,18,M,M,C,S,2,48,30,30,
11153,52352,GNWR SSP MOUSE,1-Jun-14,RTSI,KLD,951,48,30,10,,D,18,M,M,C,S,0,48,30,30,
11153,52353,GNWR SSP MOUSE,1-Jun-14,RTSI,KLD,909,48,30,10,,E,18,M,M,C,S,0,48,30,30,
11153,52354,GNWR SSP MOUSE,1-Jun-14,RTSI,KLD,830,48,30,10,,F,18,M,M,C,S,0,48,30,30,
11152,52349,GNWR SSP MOUSE,1-Jun-14,RTSI,TJH,835,48,30,10,,A,18,M,M,C,S,1,48,30,30,
11152,52350,GNWR SSP MOUSE,1-Jun-14,RTSI,TJH,940,48,30,10,,B,18,M,M,C,S,0,48,30,30,
11152,52351,GNWR SSP MOUSE,1-Jun-14,RTSI,TJH,1020,48,30,10,,C,18,M,M,C,S,0,48,30,30,
11156,52357,GNWR SSP MOUSE,3-Jun-14,RTSI,ETH,836,48,35,0,,A,18,M,M,C,S,0,48,30,30,
11156,52358,GNWR SSP MOUSE,3-Jun-14,RTSI,ETH,853,48,35,0,,B,18,M,M,C,S,0,48,30,30,
11156,52359,GNWR SSP MOUSE,3-Jun-14,RTSI,ETH,917,48,35,0,,C,18,M,M,C,S,0,48,30,30,
11304,52691,GNWR SSP MOUSE,3-Jun-14,RTSI,KLD,910,48,35,0,,D,18,M,M,C,S,0,48,30,30,
11304,52692,GNWR SSP MOUSE,3-Jun-14,RTSI,KLD,911,48,35,0,,E,18,M,M,C,S,1,48,30,30,
11304,52693,GNWR SSP MOUSE,3-Jun-14,RTSI,KLD,840,48,35,0,,F,18,M,M,C,S,1,48,30,30,
11354,52748,GNWR SSP MOUSE,5-Jun-14,RTSI,KLD,956,48,60,10,,A,17,M,M,C,S,0,48,30,30,"NO MOUSE, BROKEN BAND, MOUSE ESCAPED"
11354,52749,GNWR SSP MOUSE,5-Jun-14,RTSI,KLD,1023,48,60,10,,B,18,M,M,C,S,0,48,30,30,
11354,52750,GNWR SSP MOUSE,5-Jun-14,RTSI,KLD,1000,48,60,10,,C,18,M,M,C,S,1,48,30,30,
11354,52751,GNWR SSP MOUSE,5-Jun-14,RTSI,KLD,1001,48,60,10,,D,17,M,M,C,S,0,48,30,30,"NO MOUSE, BROKEN BAND, MOUSE ESCAPED"
11354,52752,GNWR SSP MOUSE,5-Jun-14,RTSI,KLD,1032,48,60,10,,E,18,M,M,C,S,0,48,30,30,
11354,52753,GNWR SSP MOUSE,5-Jun-14,RTSI,KLD,1000,48,60,10,,F,18,M,M,C,S,0,48,30,30,
11414,52990,GNWR SSP MOUSE,7-Jun-14,RTSI,JMK,1030,48,10,0,,D,18,M,M,C,S,0,48,30,30,
11414,52991,GNWR SSP MOUSE,7-Jun-14,RTSI,JMK,930,48,10,0,,E,18,M,M,C,S,1,48,30,30,
11414,52992,GNWR SSP MOUSE,7-Jun-14,RTSI,JMK,843,48,10,0,,F,18,M,M,C,S,0,48,30,30,
11412,52986,GNWR SSP MOUSE,7-Jun-14,RTSI,KLD,1055,48,10,0,,A,18,M,M,C,S,1,48,30,30,
11412,52988,GNWR SSP MOUSE,7-Jun-14,RTSI,KLD,1045,48,10,0,,B,18,M,M,C,S,1,48,30,30,
11412,52989,GNWR SSP MOUSE,7-Jun-14,RTSI,KLD,1130,48,10,0,,C,18,M,M,C,S,1,48,30,30,
11417,52998,GNWR SSP MOUSE,9-Jun-14,RTSI,MCV,825,48,20,0,,A,18,M,M,C,S,1,48,30,30,
11417,52999,GNWR SSP MOUSE,9-Jun-14,RTSI,MCV,906,48,20,0,,B,18,M,M,C,S,0,48,30,30,
11417,53000,GNWR SSP MOUSE,9-Jun-14,RTSI,MCV,954,48,20,0,,C,17,M,M,C,S,0,48,30,30,MICE CHAMBER ON GROUND. MOUSE FOUND DEAD
11416,52995,GNWR SSP MOUSE,9-Jun-14,RTSI,PDB,931,48,20,0,,D,18,M,M,C,S,0,48,30,30,
11416,52996,GNWR SSP MOUSE,9-Jun-14,RTSI,PDB,857,48,20,0,,E,18,M,M,C,S,0,48,30,30,
11416,52997,GNWR SSP MOUSE,9-Jun-14,RTSI,PDB,821,48,20,0,,F,18,M,M,C,S,1,48,30,30,
11420,53005,GNWR SSP MOUSE,11-Jun-14,RTSI,CJR,1202,48,30,0,,A,18,M,M,C,S,1,48,30,30,
11420,53006,GNWR SSP MOUSE,11-Jun-14,RTSI,CJR,1233,48,30,0,,B,18,M,M,C,S,0,48,30,30,
11420,53007,GNWR SSP MOUSE,11-Jun-14,RTSI,CJR,1304,48,30,0,,C,18,M,M,C,S,0,48,30,30,
11422,53010,GNWR SSP MOUSE,11-Jun-14,RTSI,PDB,1308,48,30,0,,D,18,M,M,C,S,0,48,30,30,
11422,53011,GNWR SSP MOUSE,11-Jun-14,RTSI,PDB,1255,48,30,0,,E,18,M,M,C,S,0,48,30,30,
11422,53012,GNWR SSP MOUSE,11-Jun-14,RTSI,PDB,1200,48,30,0,,F,18,M,M,C,S,3,48,30,30,
11425,53018,GNWR SSP MOUSE,13-Jun-14,RTSI,CJR,835,48,10,0,,F,18,M,M,C,S,3,48,30,30,
11425,53019,GNWR SSP MOUSE,13-Jun-14,RTSI,CJR,1000,48,10,0,,E,18,M,M,C,S,3,48,30,30,
11425,53020,GNWR SSP MOUSE,13-Jun-14,RTSI,CJR,1119,48,10,0,,D,18,M,M,C,S,0,48,30,30,
11424,53015,GNWR SSP MOUSE,13-Jun-14,RTSI,MMS,836,48,10,0,,A,18,M,M,C,S,1,48,30,30,
11424,53016,GNWR SSP MOUSE,13-Jun-14,RTSI,MMS,940,48,10,0,,B,18,M,M,C,S,1,48,30,30,
11424,53017,GNWR SSP MOUSE,13-Jun-14,RTSI,MMS,1053,48,10,0,,C,17,M,M,C,S,1,48,30,30,"DOOR OPENED, FIXED"
11489,53088,GNWR SSP MOUSE,15-Jun-14,RTSI,CJR,754,48,10,10,,A,18,M,M,C,S,2,48,30,30,
11486,53082,GNWR SSP MOUSE,15-Jun-14,RTSI,ETH,840,48,10,10,,B,18,M,M,C,S,1,48,30,30,
11486,53083,GNWR SSP MOUSE,15-Jun-14,RTSI,ETH,817,48,10,10,,E,18,M,M,C,S,0,48,30,30,
11486,53084,GNWR SSP MOUSE,15-Jun-14,RTSI,ETH,801,48,10,10,,F,18,M,M,C,S,0,48,30,30,
11487,53085,GNWR SSP MOUSE,15-Jun-14,RTSI,TJH,756,48,10,10,,C,18,M,M,C,S,0,48,30,30,
11487,53086,GNWR SSP MOUSE,15-Jun-14,RTSI,TJH,841,48,10,10,,D,18,M,M,C,S,1,48,30,30,
11513,53115,GNWR SSP MOUSE,17-Jun-14,RTSI,CJR,826,48,85,11,,D,18,M,M,C,S,0,48,30,30,
11513,53116,GNWR SSP MOUSE,17-Jun-14,RTSI,CJR,915,48,85,11,,E,18,M,M,C,S,0,48,30,30,
11507,53106,GNWR SSP MOUSE,17-Jun-14,RTSI,ETH,828,48,85,11,,B,17,M,M,C,S,1,48,30,30,DOOR FELL OFF; FIXED
11508,53108,GNWR SSP MOUSE,17-Jun-14,RTSI,JMK,823,48,85,11,,F,17,M,M,C,S,0,48,30,30,DOOR STUCK OPEN
11510,53109,GNWR SSP MOUSE,17-Jun-14,RTSI,KLD,903,48,85,11,,A,18,M,M,C,S,0,48,30,30,
11510,53110,GNWR SSP MOUSE,17-Jun-14,RTSI,KLD,828,48,85,11,,C,18,M,M,C,S,0,48,30,30,
11515,53119,GNWR SSP MOUSE,19-Jun-14,RTSI,PDB,635,48,65,11,,F,18,M,M,C,S,0,48,30,30,
11515,53124,GNWR SSP MOUSE,19-Jun-14,RTSI,PDB,651,48,65,11,,E,18,M,M,C,S,1,48,30,30,
11515,53125,GNWR SSP MOUSE,19-Jun-14,RTSI,PDB,725,48,65,11,,D,18,M,M,C,S,1,48,30,30,
11515,53128,GNWR SSP MOUSE,19-Jun-14,RTSI,PDB,757,48,65,11,,C,18,M,M,C,S,1,48,30,30,
11515,53129,GNWR SSP MOUSE,19-Jun-14,RTSI,PDB,828,48,65,11,,B,18,M,M,C,S,1,48,30,30,
11515,53130,GNWR SSP MOUSE,19-Jun-14,RTSI,PDB,903,48,65,11,,A,18,M,M,C,S,0,48,30,30,
11527,53141,GNWR SSP MOUSE,21-Jun-14,RTSI,CJR,932,48,85,10,,D,18,M,M,C,S,0,48,30,30,
11527,53142,GNWR SSP MOUSE,21-Jun-14,RTSI,CJR,910,48,85,10,,E,18,M,M,C,S,0,48,30,30,
11527,53143,GNWR SSP MOUSE,21-Jun-14,RTSI,CJR,850,48,85,10,,F,18,M,M,C,S,0,48,30,30,
11526,53138,GNWR SSP MOUSE,21-Jun-14,RTSI,JMK,925,48,85,10,,A,18,M,M,C,S,0,48,30,30,
11526,53139,GNWR SSP MOUSE,21-Jun-14,RTSI,JMK,909,48,85,10,,B,18,M,M,C,S,0,48,30,30,
11526,53140,GNWR SSP MOUSE,21-Jun-14,RTSI,JMK,848,48,85,10,,C,18,M,M,C,S,0,48,30,30,
11538,53157,GNWR SSP MOUSE,23-Jun-14,RTSI,CJR,1019,48,30,10,,D,18,M,M,C,S,0,48,30,30,
11538,53158,GNWR SSP MOUSE,23-Jun-14,RTSI,CJR,922,48,30,10,,E,18,M,M,C,S,1,48,30,30,
11538,53159,GNWR SSP MOUSE,23-Jun-14,RTSI,CJR,831,48,30,10,,F,18,M,M,C,S,1,48,30,30,
11537,53154,GNWR SSP MOUSE,23-Jun-14,RTSI,PDB,1009,48,30,10,,A,18,M,M,C,S,0,48,30,30,
11537,53155,GNWR SSP MOUSE,23-Jun-14,RTSI,PDB,917,48,30,10,,B,18,M,M,C,S,0,48,30,30,
11537,53156,GNWR SSP MOUSE,23-Jun-14,RTSI,PDB,830,48,30,10,,C,18,M,M,C,S,1,48,30,30,
11541,53164,GNWR SSP MOUSE,25-Jun-14,RTSI,ETH,1051,48,65,10,,A,18,M,M,C,S,0,48,30,30,
11541,53165,GNWR SSP MOUSE,25-Jun-14,RTSI,ETH,1032,48,65,10,,B,18,M,M,C,S,0,48,30,30,
11541,53166,GNWR SSP MOUSE,25-Jun-14,RTSI,ETH,1009,48,65,10,,C,18,M,M,C,S,0,48,30,30,
11541,53167,GNWR SSP MOUSE,25-Jun-14,RTSI,ETH,948,48,65,10,,D,17,M,M,C,S,0,48,30,30,NO MOUSE; REPLACED
11541,53168,GNWR SSP MOUSE,25-Jun-14,RTSI,ETH,930,48,65,10,,E,18,M,M,C,S,0,48,30,30,
11541,53169,GNWR SSP MOUSE,25-Jun-14,RTSI,ETH,908,48,65,10,,F,18,M,M,C,S,0,48,30,30,
11547,53181,GNWR SSP MOUSE,27-Jun-14,RTSI,JMK,903,48,20,10,,D,18,M,M,C,S,0,48,30,30,
